0,1,2
-275.18221735954285,670.2673435211182,1123.24059009552
-275.18120408058167,670.2651381492615,1123.231053352356
-275.1733064651489,670.2724695205688,1123.2306957244873
-275.16502141952515,670.2759861946106,1123.2150793075562
-275.17420053482056,670.263409614563,1123.2057809829712
-275.0958800315857,670.3411340713501,1123.2831478118896
-275.05600452423096,670.3729629516602,1123.152494430542
-275.1391530036926,670.3797578811646,1123.2259273529053
-275.1503884792328,670.3636646270752,1123.1993436813354
-275.1181125640869,670.3616380691528,1123.1802701950073
-275.17038583755493,670.2561378479004,1123.1354475021362
-275.0738561153412,670.347273349762,1123.0831146240234
-275.1525044441223,670.3755259513855,1123.1783628463745
-275.11364221572876,670.3130006790161,1123.0610609054565
-275.16162395477295,670.2873706817627,1123.0939626693726
-275.08264780044556,670.2414155006409,1123.0679750442505
-274.92204308509827,670.187771320343,1123.7239837646484
-275.039941072464,670.2953577041626,1123.0831146240234
-274.94990825653076,670.4015135765076,1123.0913400650024
-274.9308943748474,670.3507304191589,1123.0796575546265
-274.9215364456177,670.3894734382629,1123.0568885803223
-274.84577894210815,670.4294085502625,1123.0289936065674
-275.07466077804565,670.3907251358032,1123.0374574661255
-274.7628688812256,670.4772710800171,1123.0512857437134
-274.91167187690735,670.3927516937256,1122.931718826294
-275.089830160141,670.2674031257629,1122.907042503357
-275.21616220474243,670.1131463050842,1123.1082677841187
-274.9714255332947,670.6297397613525,1123.0567693710327
-274.07440543174744,671.7455983161926,1124.9366998672485
-274.9389410018921,670.3622341156006,1123.0732202529907
-274.9682068824768,670.3348755836487,1123.0347156524658
-274.9417722225189,670.3597903251648,1123.0838298797607
-274.90895986557007,670.2466011047363,1122.999668121338
-274.9169170856476,670.4065799713135,1123.0361461639404
-275.1365005970001,670.2640652656555,1123.0970621109009
-274.98942613601685,670.443058013916,1123.0947971343994
-275.3649950027466,669.6032285690308,1123.1367588043213
-274.94609355926514,669.8327660560608,1122.9158639907837
-275.13906359672546,669.864296913147,1123.0891942977905
-275.05746483802795,669.7582006454468,1122.930645942688
-275.16230940818787,670.1906323432922,1123.0651140213013
-275.202214717865,670.5560088157654,1123.218297958374
-275.2210795879364,670.5076098442078,1123.1861114501953
-275.2203047275543,670.7415580749512,1123.2644319534302
-275.4124701023102,670.5443263053894,1123.2634782791138
-273.5350728034973,672.7763414382935,1127.2677183151245
-275.4420042037964,673.6580729484558,1127.7879476547241
-275.45812726020813,672.058641910553,1126.3362169265747
-272.067129611969,672.1804141998291,1122.9184865951538
-272.90770411491394,672.3808646202087,1119.1455125808716
-272.76498079299927,672.391414642334,1118.9879179000854
-274.09788966178894,671.7414855957031,1119.3231344223022
-273.5115587711334,671.3560223579407,1119.0022230148315
-272.5087106227875,671.7566847801208,1117.8115606307983
-295.5949008464813,683.077871799469,1104.0289402008057
-299.84402656555176,714.3166661262512,1099.984884262085
-268.9612805843353,721.9562530517578,1122.9965686798096
-270.20928263664246,749.0115165710449,1137.7698183059692
-275.2934396266937,750.7199048995972,1136.3019943237305
-250.67561864852905,734.1341972351074,1152.6936292648315
-221.03461623191833,706.7323327064514,1164.3213033676147
-214.36774730682373,698.2476711273193,1169.3624258041382
-229.86112534999847,675.6471991539001,1168.259620666504
