0,1,2
-108.50218282864792,10.862867990739504,46.226725715452346
-108.50162691069212,10.86473765049238,46.225457546733914
-108.5038904782972,10.866040355196871,46.22030959184585
-108.50340145581153,10.865877994035879,46.22230219941172
-108.49855972161302,10.862428661010233,46.23911526024767
-108.56813105083565,10.82982803881282,46.17361052750653
-108.38282932497731,10.268577716097491,46.13188039460691
-102.2389415083333,9.758482520426572,46.224392009456174
-92.14199386169537,10.935859034497039,46.338037867252005
-84.12313883961072,7.577465600862748,48.84452732484139
-75.31337350747104,1.309488275896845,52.53248799630736
-69.3835538182388,-1.6269569158857957,53.484688171346626
-68.97563555563231,-1.6466641402936864,53.887883410805095
-68.48673509454329,13.64026019885072,46.93157704863299
-70.82476248003698,20.625979829956467,43.337238892986655
-74.24699869982621,21.25072429205165,42.61067904174663
-76.24566224849463,20.86579140723475,42.149506684661674
-95.86894215705561,18.374078328103472,38.15069679955571
-105.8993694360747,0.411660446951606,60.389872636982176
-106.9898418670144,-2.6338555594035626,67.73549430548064
-106.88967285122877,1.1445447997447284,60.90595260666927
-110.10208907818183,3.3359206289276275,56.64748038852454
-119.61938453774101,2.3585958514048713,56.147533059919944
-127.33634205684878,3.5581704412475723,53.51658787154125
-134.13798504606962,7.886390896543824,46.75593698568838
-136.59016986233274,7.216255378785614,48.17576262878096
-136.07415378530888,10.94177217390848,45.51972145939894
-134.38756703759174,9.845381626006265,46.410215262504884
-127.29784241190805,9.791613476091404,46.83390033595902
-119.58720242814096,9.104239839887928,46.78173888868704
-113.08820238668899,9.88804964543144,46.37669738910728
-114.05237770294438,12.816016756756321,41.26552708918664
-114.27830706339569,8.297751050689767,47.00830910601127
-113.64653817687935,7.665068415330192,50.97907918398603
-113.70835394438215,7.2715289535996614,50.60401072245196
-113.68470459278501,7.272787929327585,50.620160658015664
-113.67706253230124,7.277444908525952,50.61791458153362
-113.68103014109661,7.28194909021286,50.63571219615095
-113.68358920617193,7.2831978859068744,50.620384063096836
-113.6808642656722,7.282526882360575,50.62461204570154
